DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,State,Region,Division,Provider Zip Code,Hospital Referral Region Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
684 - RENAL FAILURE W/O CC/MCC,370026,ST MARY'S REGIONAL MEDICAL CENTER,305 SOUTH 5TH STREET,ENID,OK,Oklahoma,South,West South Central,73701,OK - Oklahoma City,14,22816.21,3415.0,2775.0
684 - RENAL FAILURE W/O CC/MCC,370028,INTEGRIS BAPTIST MEDICAL CENTER,3300 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,OK,Oklahoma,South,West South Central,73112,OK - Oklahoma City,21,19894.95,4826.95,3566.19
684 - RENAL FAILURE W/O CC/MCC,370032,DEACONESS HOSPITAL,5501 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,Oklahoma,South,West South Central,73112,OK - Oklahoma City,12,17416.08,3660.91,2838.16
684 - RENAL FAILURE W/O CC/MCC,370034,MCALESTER REGIONAL HEALTH CENTER,ONE CLARK BASS BOULEVARD,MCALESTER,OK,Oklahoma,South,West South Central,74501,OK - Tulsa,15,11181.46,3694.0,3016.93
684 - RENAL FAILURE W/O CC/MCC,370040,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,OK,Oklahoma,South,West South Central,74953,AR - Fort Smith,12,7679.58,3810.0,3066.0
684 - RENAL FAILURE W/O CC/MCC,370047,MERCY MEMORIAL HEALTH CENTER,"1011 FOURTEENTH AVENUE, NORTHWEST",ARDMORE,OK,Oklahoma,South,West South Central,73401,OK - Oklahoma City,12,11237.58,4008.0,3261.33
684 - RENAL FAILURE W/O CC/MCC,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BOULVARD,LAWTON,OK,Oklahoma,South,West South Central,73505,OK - Lawton,12,6953.66,3658.41,2722.66
684 - RENAL FAILURE W/O CC/MCC,370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST 9TH STREET,TULSA,OK,Oklahoma,South,West South Central,74127,OK - Tulsa,13,15107.84,5669.69,3716.61
684 - RENAL FAILURE W/O CC/MCC,370091,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,TULSA,OK,Oklahoma,South,West South Central,74136,OK - Tulsa,28,10855.89,3904.35,3218.21
684 - RENAL FAILURE W/O CC/MCC,370093,O U MEDICAL CENTER,1200 EVERETT DRIVE,OKLAHOMA CITY,OK,Oklahoma,South,West South Central,73117,OK - Oklahoma City,12,15919.0,5721.25,4688.91
684 - RENAL FAILURE W/O CC/MCC,370094,MIDWEST REGIONAL MEDICAL CENTER,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,Oklahoma,South,West South Central,73110,OK - Oklahoma City,13,25079.46,3551.84,2947.23
684 - RENAL FAILURE W/O CC/MCC,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OK,Oklahoma,South,West South Central,73109,OK - Oklahoma City,20,17905.85,4196.3,3162.95
684 - RENAL FAILURE W/O CC/MCC,370114,"ST JOHN MEDICAL CENTER, INC",1923 SOUTH UTICA AVENUE,TULSA,OK,Oklahoma,South,West South Central,74104,OK - Tulsa,36,9084.08,3783.47,2748.66
684 - RENAL FAILURE W/O CC/MCC,380004,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,Oregon,West,Pacific,97225,OR - Portland,11,9366.0,5041.81,3227.72
684 - RENAL FAILURE W/O CC/MCC,380009,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,OR,Oregon,West,Pacific,97223,OR - Portland,13,10527.23,6585.76,5724.84
684 - RENAL FAILURE W/O CC/MCC,380102,SACRED HEART MEDICAL CENTER - RIVERBEND,3333 RIVERBEND DRIVE,SPRINGFIELD,OR,Oregon,West,Pacific,97477,OR - Eugene,11,13622.9,4833.63,3804.54
684 - RENAL FAILURE W/O CC/MCC,390001,COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,Pennsylvania,Northeast,Middle Atlantic,18510,PA - Scranton,11,13584.45,3750.36,3241.63
684 - RENAL FAILURE W/O CC/MCC,390002,UPMC MCKEESPORT,1500 FIFTH AVENUE,MC KEESPORT,PA,Pennsylvania,Northeast,Middle Atlantic,15132,PA - Pittsburgh,11,13356.63,5294.0,4270.72
684 - RENAL FAILURE W/O CC/MCC,390006,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,Pennsylvania,Northeast,Middle Atlantic,17822,PA - Danville,29,19695.1,6051.55,5317.62
684 - RENAL FAILURE W/O CC/MCC,390009,SAINT VINCENT HEALTH CENTER,232 WEST 25TH STREET,ERIE,PA,Pennsylvania,Northeast,Middle Atlantic,16544,PA - Erie,12,15144.16,4268.41,3427.41
684 - RENAL FAILURE W/O CC/MCC,390012,LANSDALE HOSPITAL,100 MEDICAL CAMPUS DRIVE,LANSDALE,PA,Pennsylvania,Northeast,Middle Atlantic,19446,PA - Philadelphia,11,20210.45,3769.72,2955.18
684 - RENAL FAILURE W/O CC/MCC,390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,PHILADELPHIA,PA,Pennsylvania,Northeast,Middle Atlantic,19118,PA - Philadelphia,13,34111.3,4315.46,3539.15
684 - RENAL FAILURE W/O CC/MCC,390031,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,700 EAST NORWEGIAN STREET,POTTSVILLE,PA,Pennsylvania,Northeast,Middle Atlantic,17901,PA - Reading,13,10414.07,3982.46,2456.92
684 - RENAL FAILURE W/O CC/MCC,390044,READING HOSPITAL MEDICAL CENTER,SIXTH AVENUE AND SPRUCE ST,READING,PA,Pennsylvania,Northeast,Middle Atlantic,19603,PA - Reading,19,16903.15,4839.63,3894.78
684 - RENAL FAILURE W/O CC/MCC,390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,700 HIGH STREET,WILLIAMSPORT,PA,Pennsylvania,Northeast,Middle Atlantic,17701,PA - Danville,13,10588.3,3991.53,3297.38
684 - RENAL FAILURE W/O CC/MCC,390046,YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,Pennsylvania,Northeast,Middle Atlantic,17403,PA - York,21,9670.09,5574.04,3630.95
684 - RENAL FAILURE W/O CC/MCC,390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,Pennsylvania,Northeast,Middle Atlantic,18015,PA - Allentown,87,26012.18,4766.52,3661.36
684 - RENAL FAILURE W/O CC/MCC,390058,CARLISLE REGIONAL MEDICAL CENTER,361 ALEXANDER SPRING ROAD,CARLISLE,PA,Pennsylvania,Northeast,Middle Atlantic,17015,PA - Harrisburg,21,14162.52,3488.57,2687.61
684 - RENAL FAILURE W/O CC/MCC,390067,PINNACLE HEALTH HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,Pennsylvania,Northeast,Middle Atlantic,17105,PA - Harrisburg,19,9901.57,4791.0,3958.57
684 - RENAL FAILURE W/O CC/MCC,390073,ALTOONA REGIONAL HEALTH SYSTEM,620 HOWARD AVENUE,ALTOONA,PA,Pennsylvania,Northeast,Middle Atlantic,16601,PA - Altoona,16,11776.37,3722.81,2946.56
684 - RENAL FAILURE W/O CC/MCC,390076,BRANDYWINE HOSPITAL,201 REESEVILLE ROAD,COATESVILLE,PA,Pennsylvania,Northeast,Middle Atlantic,19320,PA - Lancaster,11,28374.9,4512.45,2950.36
684 - RENAL FAILURE W/O CC/MCC,390079,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,Pennsylvania,Northeast,Middle Atlantic,18840,PA - Sayre,14,14123.14,4453.64,3580.21
684 - RENAL FAILURE W/O CC/MCC,390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,Pennsylvania,Northeast,Middle Atlantic,17604,PA - Lancaster,27,13314.92,3928.14,2973.33
684 - RENAL FAILURE W/O CC/MCC,390107,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,Pennsylvania,Northeast,Middle Atlantic,15237,PA - Pittsburgh,11,15452.45,3262.45,2545.0
684 - RENAL FAILURE W/O CC/MCC,390108,MONTGOMERY HOSPITAL,POWELL & FORNANCE STREETS,NORRISTOWN,PA,Pennsylvania,Northeast,Middle Atlantic,19401,PA - Philadelphia,12,38792.08,4462.91,3718.91
684 - RENAL FAILURE W/O CC/MCC,390110,CONEMAUGH VALLEY MEMORIAL HOSPITAL,1086 FRANKLIN STREET,JOHNSTOWN,PA,Pennsylvania,Northeast,Middle Atlantic,15905,PA - Johnstown,25,9406.32,4406.84,3642.2
684 - RENAL FAILURE W/O CC/MCC,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,Pennsylvania,Northeast,Middle Atlantic,19104,PA - Philadelphia,12,22338.25,7101.83,6370.75
684 - RENAL FAILURE W/O CC/MCC,390113,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,Pennsylvania,Northeast,Middle Atlantic,16335,PA - Erie,12,9939.25,3983.91,3048.58
684 - RENAL FAILURE W/O CC/MCC,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,PA,Pennsylvania,Northeast,Middle Atlantic,19114,PA - Philadelphia,28,33818.71,5050.75,3984.46
684 - RENAL FAILURE W/O CC/MCC,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,POTTSTOWN,PA,Pennsylvania,Northeast,Middle Atlantic,19464,PA - Reading,25,27603.12,4130.12,2710.72
684 - RENAL FAILURE W/O CC/MCC,390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,PA,Pennsylvania,Northeast,Middle Atlantic,19460,PA - Philadelphia,16,32357.0,3877.56,3246.81
684 - RENAL FAILURE W/O CC/MCC,390133,LEHIGH VALLEY HOSPITAL,PO BOX 689,ALLENTOWN,PA,Pennsylvania,Northeast,Middle Atlantic,18105,PA - Allentown,26,20427.8,4907.46,3504.38
684 - RENAL FAILURE W/O CC/MCC,390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,Pennsylvania,Northeast,Middle Atlantic,18764,PA - Wilkes-Barre,13,19106.46,3866.3,3005.38
684 - RENAL FAILURE W/O CC/MCC,390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,Pennsylvania,Northeast,Middle Atlantic,19010,PA - Philadelphia,31,31507.32,4026.32,3337.67
684 - RENAL FAILURE W/O CC/MCC,390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,Pennsylvania,Northeast,Middle Atlantic,19141,PA - Philadelphia,19,24308.52,8217.31,7264.05
684 - RENAL FAILURE W/O CC/MCC,390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,Pennsylvania,Northeast,Middle Atlantic,15601,PA - Pittsburgh,13,10500.84,3510.53,2473.0
684 - RENAL FAILURE W/O CC/MCC,390151,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,Pennsylvania,Northeast,Middle Atlantic,17201,PA - Harrisburg,18,15742.22,3922.61,3106.83
684 - RENAL FAILURE W/O CC/MCC,390153,MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,PAOLI,PA,Pennsylvania,Northeast,Middle Atlantic,19301,PA - Philadelphia,14,33697.5,4568.5,2871.35
684 - RENAL FAILURE W/O CC/MCC,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,DARBY,PA,Pennsylvania,Northeast,Middle Atlantic,19023,PA - Philadelphia,20,29321.65,5818.45,5145.65
684 - RENAL FAILURE W/O CC/MCC,390162,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,PA,Pennsylvania,Northeast,Middle Atlantic,18042,PA - Allentown,14,23385.35,4440.85,3874.85
684 - RENAL FAILURE W/O CC/MCC,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,Pennsylvania,Northeast,Middle Atlantic,15213,PA - Pittsburgh,23,23912.82,5739.52,4808.56
684 - RENAL FAILURE W/O CC/MCC,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,Pennsylvania,Northeast,Middle Atlantic,19107,PA - Philadelphia,26,21638.53,6012.5,5361.88
684 - RENAL FAILURE W/O CC/MCC,390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,Pennsylvania,Northeast,Middle Atlantic,19013,PA - Philadelphia,25,62856.56,5212.24,4399.76
684 - RENAL FAILURE W/O CC/MCC,390185,HAZLETON GENERAL HOSPITAL,700 EAST BROAD STREET,HAZLETON,PA,Pennsylvania,Northeast,Middle Atlantic,18201,PA - Allentown,11,16864.9,3791.0,2764.81
684 - RENAL FAILURE W/O CC/MCC,390189,SHAMOKIN AREA COMMUNITY HOSPITAL,4200 HOSPITAL ROAD,COAL TOWNSHIP,PA,Pennsylvania,Northeast,Middle Atlantic,17866,PA - Danville,12,4457.58,3887.5,3229.83
684 - RENAL FAILURE W/O CC/MCC,390194,GNADEN HUETTEN MEMORIAL HOSPITAL,211 NORTH 12TH STREET,LEHIGHTON,PA,Pennsylvania,Northeast,Middle Atlantic,18235,PA - Allentown,12,10350.25,3731.5,2890.5
684 - RENAL FAILURE W/O CC/MCC,390195,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,PA,Pennsylvania,Northeast,Middle Atlantic,19096,PA - Philadelphia,16,33584.5,4610.62,3698.87
684 - RENAL FAILURE W/O CC/MCC,390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,Pennsylvania,Northeast,Middle Atlantic,16509,PA - Erie,19,9951.89,5196.05,4482.78
684 - RENAL FAILURE W/O CC/MCC,390201,POCONO MEDICAL CENTER,206 EAST BROWN STREET,EAST STROUDSBUR,PA,Pennsylvania,Northeast,Middle Atlantic,18301,PA - Allentown,14,18428.85,5020.57,3382.35
684 - RENAL FAILURE W/O CC/MCC,390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,Pennsylvania,Northeast,Middle Atlantic,19063,PA - Philadelphia,12,37768.91,3781.75,3029.75
684 - RENAL FAILURE W/O CC/MCC,390226,PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS,800 SPRUCE STREET,PHILADELPHIA,PA,Pennsylvania,Northeast,Middle Atlantic,19107,PA - Philadelphia,13,29347.76,5329.92,4638.23
684 - RENAL FAILURE W/O CC/MCC,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,Pennsylvania,Northeast,Middle Atlantic,19001,PA - Philadelphia,25,34022.72,5459.44,3607.76
684 - RENAL FAILURE W/O CC/MCC,390237,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,PA,Pennsylvania,Northeast,Middle Atlantic,18501,PA - Scranton,11,15997.81,3708.63,3299.9
684 - RENAL FAILURE W/O CC/MCC,390256,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,PA,Pennsylvania,Northeast,Middle Atlantic,17033,PA - Harrisburg,19,10814.63,5621.84,4691.78
684 - RENAL FAILURE W/O CC/MCC,390258,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,Pennsylvania,Northeast,Middle Atlantic,19047,PA - Philadelphia,24,21206.66,3881.83,2849.5
684 - RENAL FAILURE W/O CC/MCC,390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,Pennsylvania,Northeast,Middle Atlantic,18017,PA - Allentown,14,17134.28,4870.42,2882.5
684 - RENAL FAILURE W/O CC/MCC,390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,100O EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,Pennsylvania,Northeast,Middle Atlantic,18711,PA - Wilkes-Barre,14,13520.28,4151.78,3271.5
684 - RENAL FAILURE W/O CC/MCC,390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,Pennsylvania,Northeast,Middle Atlantic,19102,PA - Philadelphia,14,58939.07,7260.85,5141.57
684 - RENAL FAILURE W/O CC/MCC,410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,PAWTUCKET,RI,Rhode Island,Northeast,New England,2860,RI - Providence,13,14229.3,6361.3,5495.46
684 - RENAL FAILURE W/O CC/MCC,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,Rhode Island,Northeast,New England,2902,RI - Providence,26,16976.11,6161.84,5120.61
684 - RENAL FAILURE W/O CC/MCC,410012,MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,Rhode Island,Northeast,New England,2906,RI - Providence,19,17385.68,4587.68,3755.26
684 - RENAL FAILURE W/O CC/MCC,420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,South Carolina,South,South Atlantic,29730,NC - Charlotte,15,10159.66,3967.8,2988.86
684 - RENAL FAILURE W/O CC/MCC,420007,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,South Carolina,South,South Atlantic,29303,SC - Spartanburg,16,15089.25,4502.81,2879.25
684 - RENAL FAILURE W/O CC/MCC,420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,South Carolina,South,South Atlantic,29550,SC - Columbia,11,14060.72,4095.54,3381.0
684 - RENAL FAILURE W/O CC/MCC,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,South Carolina,South,South Atlantic,29203,SC - Columbia,12,22035.16,5207.58,4266.91
684 - RENAL FAILURE W/O CC/MCC,420020,GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,South Carolina,South,South Atlantic,29440,SC - Charleston,12,10540.08,4126.5,3280.16
684 - RENAL FAILURE W/O CC/MCC,420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,South Carolina,South,South Atlantic,29601,SC - Greenville,34,17148.2,3702.76,2748.47
684 - RENAL FAILURE W/O CC/MCC,420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,2435 FOREST DR,COLUMBIA,SC,South Carolina,South,South Atlantic,29204,SC - Columbia,16,11733.43,3567.18,2340.56
684 - RENAL FAILURE W/O CC/MCC,420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,South Carolina,South,South Atlantic,29621,SC - Greenville,22,20808.86,4487.09,3221.9
684 - RENAL FAILURE W/O CC/MCC,420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,LANCASTER,SC,South Carolina,South,South Atlantic,29720,NC - Charlotte,15,27793.86,4948.8,3032.26
684 - RENAL FAILURE W/O CC/MCC,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,South Carolina,South,South Atlantic,29506,SC - Florence,30,20220.9,4345.5,3521.76
684 - RENAL FAILURE W/O CC/MCC,420055,MARION REGIONAL HOSPITAL,2829 E HWY 76,MULLINS,SC,South Carolina,South,South Atlantic,29574,SC - Florence,11,16858.18,3840.54,3126.0
684 - RENAL FAILURE W/O CC/MCC,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,South Carolina,South,South Atlantic,29902,GA - Savannah,12,14972.0,4388.16,3544.5
684 - RENAL FAILURE W/O CC/MCC,420070,TUOMEY HEALTHCARE SYSTEM,129 N WASHINGTON ST,SUMTER,SC,South Carolina,South,South Atlantic,29150,SC - Columbia,14,11009.21,4086.64,3201.78
684 - RENAL FAILURE W/O CC/MCC,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,South Carolina,South,South Atlantic,29169,SC - Columbia,17,17801.64,3665.58,2676.17
684 - RENAL FAILURE W/O CC/MCC,420078,GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,South Carolina,South,South Atlantic,29605,SC - Greenville,23,18230.39,5100.82,3815.3
684 - RENAL FAILURE W/O CC/MCC,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,South Carolina,South,South Atlantic,29406,SC - Charleston,28,29861.5,4589.35,3062.17
684 - RENAL FAILURE W/O CC/MCC,420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,South Carolina,South,South Atlantic,29801,GA - Augusta,24,15278.66,4235.25,3392.91
684 - RENAL FAILURE W/O CC/MCC,420085,GRAND STRAND REG MED CENTER,809 82ND PARKWAY BOX 7500,MYRTLE BEACH,SC,South Carolina,South,South Atlantic,29577,SC - Charleston,25,18301.72,3565.12,2536.92
684 - RENAL FAILURE W/O CC/MCC,420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,South Carolina,South,South Atlantic,29401,SC - Charleston,14,15488.0,3565.0,2662.64
684 - RENAL FAILURE W/O CC/MCC,420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,South Carolina,South,South Atlantic,29505,SC - Florence,57,22544.21,3907.78,3065.43
684 - RENAL FAILURE W/O CC/MCC,420098,WACCAMAW COMMUNITY HOSPITAL,4070 HIGHWAY 17 BY-PASS,MURRELLS INLET,SC,South Carolina,South,South Atlantic,29576,SC - Charleston,12,9644.25,3268.5,2613.5
684 - RENAL FAILURE W/O CC/MCC,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  PO BOX 5045,SIOUX FALLS,SD,South Dakota,Midwest,West North Central,57117,SD - Sioux Falls,13,13943.15,5885.15,3198.3
684 - RENAL FAILURE W/O CC/MCC,430027,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  PO BOX 5039,SIOUX FALLS,SD,South Dakota,Midwest,West North Central,57117,SD - Sioux Falls,18,19008.0,4281.55,3406.44
684 - RENAL FAILURE W/O CC/MCC,430077,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD  PO BOX 6000,RAPID CITY,SD,South Dakota,Midwest,West North Central,57701,SD - Rapid City,17,15163.05,5148.58,4419.88
684 - RENAL FAILURE W/O CC/MCC,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,Tennessee,South,East South Central,38301,TN - Jackson,26,6608.65,3899.34,2946.42
684 - RENAL FAILURE W/O CC/MCC,440003,SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE,GALLATIN,TN,Tennessee,South,East South Central,37066,TN - Nashville,17,11502.47,3990.0,3261.29
684 - RENAL FAILURE W/O CC/MCC,440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,Tennessee,South,East South Central,37804,TN - Knoxville,11,17047.36,3186.63,2056.0
684 - RENAL FAILURE W/O CC/MCC,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,Tennessee,South,East South Central,37620,TN - Kingsport,22,10041.72,3556.81,2646.54
684 - RENAL FAILURE W/O CC/MCC,440015,UNIVERSITY OF TN MEMORIAL HOSPITAL,1924 ALCOA HIGHWAY,KNOXVILLE,TN,Tennessee,South,East South Central,37920,TN - Knoxville,20,13082.4,4247.45,3296.45
684 - RENAL FAILURE W/O CC/MCC,440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,Tennessee,South,East South Central,37662,TN - Kingsport,23,9527.0,3529.65,2417.13
684 - RENAL FAILURE W/O CC/MCC,440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,MORRISTOWN,TN,Tennessee,South,East South Central,37814,TN - Knoxville,12,7362.25,3629.25,3162.91
684 - RENAL FAILURE W/O CC/MCC,440035,GATEWAY MEDICAL CENTER,651 DUNLOP LANE,CLARKSVILLE,TN,Tennessee,South,East South Central,37040,TN - Nashville,15,12119.86,3789.0,2814.53
684 - RENAL FAILURE W/O CC/MCC,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,Tennessee,South,East South Central,37232,TN - Nashville,13,14932.0,5366.0,4044.23
684 - RENAL FAILURE W/O CC/MCC,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,Tennessee,South,East South Central,38120,TN - Memphis,19,13185.1,3871.15,3103.36
684 - RENAL FAILURE W/O CC/MCC,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,Tennessee,South,East South Central,38104,TN - Memphis,49,14530.87,4925.06,3473.67
684 - RENAL FAILURE W/O CC/MCC,440053,MIDDLE TENNESSEE MEDICAL CENTER INC,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,Tennessee,South,East South Central,37129,TN - Nashville,12,11170.91,3851.0,2724.33
684 - RENAL FAILURE W/O CC/MCC,440058,SOUTHERN TENNESSEE MEDICAL CENTER,185 HOSPITAL ROAD,WINCHESTER,TN,Tennessee,South,East South Central,37398,TN - Nashville,12,11556.33,3467.25,3092.58
684 - RENAL FAILURE W/O CC/MCC,440072,DYERSBURG REGIONAL MEDICAL CENTER,400 TICKLE ST,DYERSBURG,TN,Tennessee,South,East South Central,38024,TN - Memphis,13,19537.0,3486.69,2533.76
684 - RENAL FAILURE W/O CC/MCC,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,Tennessee,South,East South Central,38401,TN - Nashville,13,6740.15,3834.84,2811.23
684 - RENAL FAILURE W/O CC/MCC,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,Tennessee,South,East South Central,37404,TN - Chattanooga,23,16016.78,3414.6,2534.26
684 - RENAL FAILURE W/O CC/MCC,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,Tennessee,South,East South Central,37403,TN - Chattanooga,12,10522.0,4556.0,3618.0
684 - RENAL FAILURE W/O CC/MCC,440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,Tennessee,South,East South Central,37917,TN - Knoxville,19,13642.26,3731.1,2200.42
684 - RENAL FAILURE W/O CC/MCC,440133,BAPTIST HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,Tennessee,South,East South Central,37236,TN - Nashville,12,10555.5,3965.33,3399.33
684 - RENAL FAILURE W/O CC/MCC,440144,HARTON REGIONAL MEDICAL CENTER,1801 N JACKSON ST BOX 460,TULLAHOMA,TN,Tennessee,South,East South Central,37388,TN - Nashville,20,14517.75,3709.65,3166.45
684 - RENAL FAILURE W/O CC/MCC,440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,Tennessee,South,East South Central,37404,TN - Chattanooga,12,20536.33,4402.83,3556.5
